# MANIFEST. One row per authored file: which tree, path, bytes, SHA-256.
#
# SIGN THIS FILE, NOT THE CORPUS. One signature over a list of digests covers
# every byte the list names, and it stays one deliberate act by a person.
# Signing every file separately multiplies attestations without adding
# information, and turns a human attestation into a build step.
#
# Then anchor the signature: `ots stamp manifest.tsv.asc`. The signature says
# who and the anchor says when, and neither answers the other's question.
#
# KEEP THIS FILE PRIVATE WHILE THE WORK IS HELD. The anchor is over a digest and
# discloses nothing; this file names paths and therefore does.
#
# tree	path	bytes	sha256
BTC	docs/figures/state-deformation/round-21.jpg	12185	582a070375da707d5f536e55146a9105173e4b6549250fe95d409369fadd77d8
BTC	docs/figures/state-deformation/round-23.jpg	12311	0ef266dfe106f1f4e5a145c0165f626f6325849c9ba534eaaec126d9c1f022e6
BTC	docs/figures/state-deformation/round-25.jpg	12258	65930c3348c19714ff5f4c61cba826648aa3212d47b07778f4ec5e0ab6b7e7ae
BTC	docs/figures/state-deformation/round-27.jpg	11745	7da09d7a54daaeac000eb1c9d22a6e4f655a6ce49fd0f0e7d02436dcea730cb3
BTC	docs/figures/state-deformation/round-29.jpg	12344	22e7ae4a8d5a26b4a24ea6e536f5f6469f25c53910ed79b616276f85a96a8503
BTC	docs/figures/state-deformation/round-31.jpg	12634	08e44e9267447e17f452bb320485c182412fc6fcb1f0ed227672dcfd17a5f794
BTC	docs/figures/state-deformation/round-33.jpg	12176	9ca3e8ef79debf7a0cff2bc6fcf2026220153bb61d96b95037eff7e16a2982ea
BTC	docs/figures/state-deformation/round-35.jpg	12553	b090f535457959b0408bdf505413a69cb83b255d5473e2696a7d89c2d517f018
BTC	docs/figures/state-deformation/round-37.jpg	12439	57ef6325bb78c9abeb0ce736e8779ce585bc1d38fd901acddb00999328c2929b
BTC	docs/figures/state-deformation/round-39.jpg	12326	7cb1aaa1cab7da332f99f11e169df2d77ae97f9ae28c8e23add3e7e55f47ee3f
BTC	docs/figures/state-deformation/round-41.jpg	12383	c5c06100b7f22268214671e91c6213352cdc20275fb55b66772308ca2499c3bf
BTC	docs/figures/state-deformation/round-45.jpg	12369	777896dadb56e00b1c9a2886c2f6faaccb8d9152dfb13fccce098379aacbf364
BTC	docs/figures/state-deformation/round-49.jpg	12059	dd25c705918be2dd67db2b5dad60a6425a6b485dac0a6e0265c6e4bf8713c740
BTC	docs/figures/state-deformation/round-55.jpg	12502	22f7a1bb91922f5401d2fe2081f69a51507f1edc05e60029b1874f910a9ab0d8
BTC	docs/figures/state-deformation/round-64.jpg	12130	292068d4b1d5a3d099f9b9c657accc539ccf656087a4441ad6c920d2bf4c1380
BTC	docs/figures/state-deformation/side-round-01.png	290974	9847279a7d3c499b14b3c71554cc603362809da298f3dcf00f01319c8f3ebb02
BTC	docs/figures/state-deformation/side-round-32.png	280373	9f2c7ffe6dc414e171334145526b1bd8b826d695470296da5e6f3ade932797c0
BTC	docs/finer-alphabet.md	8736	6271b33402f5338b22556483c78a7cbf11bfc334c3690c8fa9f5ad59237280c1
BTC	docs/information-theory.md	22297	26db6fef74529c890c68987437f44fa59ad0ef94b8309dfda1295b14020a34d8
BTC	docs/navier-stokes-prediction.md	5786	8528be2017ecdae446a79f1f34ce0fd81f72690fa24136aae6058b1164449e7b
BTC	docs/navier-stokes-prediction.md.ots	770	8de24e64c7bb8195a6f89bb8564c5e81371b86c621ba9d5fdf5dc74deeee5ba7
BTC	docs/octant-lexicon.md	14244	43aeaecabb1d0aa586f0840c53e322dc9df28f9c156ba28a8a967af9ea82ae81
BTC	docs/provenance.md	10639	ea44974213db47b1db99be0080c9df5df99094943ba05fc7262c39482d636c08
BTC	docs/reading-transforms.md	19780	59f11ee55eb32b4c935ef7a5f18ea75816d7db34c4e7599938f49fa74ede6c42
BTC	docs/round-depth-experiment.md	5235	0e81cca23bb31cd231b2552b1e94d3c3eb56ab1be634ef841cbea1d02de0297d
BTC	docs/sha256-boundary-deformation.md	7802	0a8d419272d8aea31711eae463f77932ce85341a63e38e3c1ef2b1e83f48bcd0
BTC	docs/sha256-topology.md	136471	15acf9baaa969a5cb98f009d1eb8d28ca3a37cdc4fc030b55424f56c0ccdbaeb
BTC	docs/the-dimensional-transforms.md	6649	4c67653954d5ee5ae633c080755113a88518209c70ce171451133434bfd3c1d5
BTC	docs/transform-workbook.md	89197	fe71dbfd961b3f439f08cfd12337154f15f800f3825c74a827be3664dbf9e757
BTC	docs/twiddle-proof.md	16551	83eec9d740fb1f55a57e33b42ba7a0113a045c0bbf156d961f4c4c56da4fd8bb
BTC	docs/version-rolling-signature.md	19934	c217295864c7ed74f67cc299037481b1be319a2e8f590b85ff7f81d9e9a334cc
BTC	docs/viewer-survey.md	6697	761d6fffc5769d8a2819e6f3281720dfab2fd947aecb09fe02af7cb83a0f1029
BTC	docs/what-the-instruments-cannot-see.md	14809	3a7e4691eb288a25db454f47e16b54e3ac7290e24c0de3c3d73509ac5558fd1b
BTC	examples/README.md	4997	f8a6e00b4fcdb88053218038ffd89c88ff3324ca2bf8a10bbc3c0763cc1ef2d6
BTC	examples/proofing/bbp_scaling.py	7440	0bff44f6a40c061c07b73bba72d46b89b04e7463e4086acc811ad59ac22ed052
BTC	examples/proofing/bbp_search.py	8483	2067eb709934f3808aed7151220735424ac6243966cf05d96b760ecbdb6f7b24
BTC	examples/proofing/bbp_sweep.py	8907	b2ccfe8078dae370b1a3d08279640a6735f583b4200adc1dae5c0c3652c8406e
BTC	examples/proofing/device_engine.py	6350	7aa70ea3b1418a744489e173500dec3bc7a18f343cc8c875dfeb06fe7193e6b7
BTC	examples/proofing/digit_engine.py	14455	c38d403514a11d09e9569c6972bcaf766ab3ef0334a51cfb222d1bb971885e4c
BTC	examples/proofing/digit_reach.py	9281	cd1077ccf94675faf06f4be59214041806b5e3392a7b7b895099a015abdc96a9
BTC	examples/proofing/exact_harmonics.py	6297	908f24c1381cd384f10b340e60c7ef7edefb6ad5b0341b09b419e4792e3e68a2
BTC	examples/proofing/four_step.py	9371	d256a5ff80cf14bed215028c804ff1d65c5cf25533a9afb7553ca7a2c17dcae5
BTC	examples/proofing/gpu_multiply.py	13479	4ef847e549764d4c9254c389dfe4195bb14cba0f3f5123517cf90155a254827b
BTC	examples/proofing/host_bench.py	8094	3d2957ad35df9eb9c6daa4138e7867c5fb43de5ac9983bfc87bbd22687e9797c
BTC	examples/proofing/natural_constants.py	18881	e8cfaceb89fa6c1dd62c5c11f6f065f9de66a88c03c28ce7553806dfb759eb14
BTC	examples/proofing/precision_floor.py	15663	cb4cb1f6e983423d0163a213f21762a6fe4a419c230b08505dc3cb7ca1742f10
BTC	examples/proofing/precision_plot.py	12077	b2d55d2e73e64f68d7068fa19c956c2cffec25e42aed3a466ffb5f32f65b1f03
BTC	examples/proofing/proth_reach.py	6587	866ea0ec93c37a9cd2f2dd1d8c26b2d58f4437eae40dadfd8cda95a700c3bb70
BTC	examples/proofing/relation_search.py	12633	fc46b3e905e2f85d0050a0f9a52bd8edbbca34274d8c175540b003467ac77652
BTC	examples/proofing/series.py	13747	19616a26fc7ddc287c158694100f0cf10eb9777bf16bcf2bb6c61e3e8fcb3425
BTC	examples/proofing/state_deflection.py	20432	cd02221de6be4706d9f2f6371cf4fa0f3d5eb0da19035ba22bef5bf7ffd5c219
BTC	examples/proofing/twiddle_placement.py	14039	e1be8346e0a0009d85c602fd7a4d7cc5b8b48d85b00c86c938a7dd18a0ef7129
BTC	examples/proofing/twiddle_proof.py	16382	533ab4238bd39f1d9fc1ec4952a738ba99f869b6dec7a8b64901a0fdf804ed7a
BTC	hooks/guard_path	54	1688ab065483f813b12bed3acae58dd5de15d4a2aed23c635d48c56a2d6db330
BTC	hooks/pre-commit	3472	0e9aa039561925fd69e1d325249c04c4b21be192ed183a42b4a8198dcff9ec42
BTC	maint/BRANCH_PLAN.md	6656	5c2727cd7dc1046acc6127049572df69c6dc3474bc446d3573368464794977fa
BTC	maint/build_fixes.py	4050	32f8a256acfa84ac2af87b67889deabcd51a8216e6ce78016eaca345786c67c5
BTC	maint/check_fixes.py	5287	5a1cd7529a03f9eb1f8b56eb1725cf102e4bb5fd76ea28c7e741ad0d2f4cdfe6
BTC	maint/fix_prose.py	6012	55059136a880c63930684e476f2cea2aabc7f9856238bb8c0c860e2d494cb097
BTC	maint/grade_tex.py	7860	ecc04cf7ab1e7c0b06228d898072f90127580270e8826843f733fb42746bda49
BTC	maint/grade_unread.py	4592	d7b44cb16d10803b0c9a52cca9b39634814dd84433fb3a08b02f6f90d6d95d1a
BTC	maint/link_shared.ps1	8897	d1290b626e74344809d2b014841684791c3d22dcf9946f0fc3cec87a0eae5a37
BTC	maint/link_viz.ps1	4056	bbf8f66d0a659ecf98c1ecddb7159c60f1af50ffd733405ab2c6d18257ffd0e4
BTC	maint/plan_fixes.py	6059	ebee27f2fa7b2bbc469d7faf082e03c1dfb57dfb80e09835e2f548d510ce68ce
BTC	maint/prose_fixes.tsv	19962	783667a3c9ecd5562a8a9a6769417ad3bb5a9fa7f381f143b15a9edeea00defb
BTC	maint/publish_dataviz.py	8842	6eea0938f2d207e3c156178700575a04abf7bd2dfed31bf22715d1de374e16dc
BTC	maint/reorganize_src.ps1	2702	12277fc58a74c54081f26497e9a8db7e5eba6c781ae153f80c9a6aca50b4beee
BTC	maint/reorganize_tools.ps1	4403	9674e17792677d5503b153c6d8998aebd572a9556800b68c265eb8f1ff4dbebd
BTC	maint/show_findings.py	2589	f7559ddf30ad663d76c7571c4d221d9b02a2eca46713a2d90499b2fc4cf149ec
BTC	maint/signing/build_manifest.py	9925	65eb91dee625b88d81674ebd6022cf7c48dafd84cc6559f287e59807f948df03
BTC	maint/signing/sign.ps1	4122	681c6526c8b7077675e296a898a7e4948b2500871aa4c061a83caed5a1330cb9
BTC	maint/signing/verify.py	9224	f18d2554782de158eb43664a63f08d9154a68ee2799a4457f93c4276eb7c5eb2
BTC	miner_live.txt	27900	2fdb642b89c13ed17ef1837d1af077c8fde247176fd8f5a5eb960c05abcb36b3
BTC	miner_totals.txt	38	3404cd3b497d8495b96f2783f17a201cef027f48819f3f458b8103998f83266e
BTC	repotools.toml	3688	65b297156a85cfec4627d0a9166efb25cbfb2a1f2760c96e4df2e6e47852bb7e
BTC	representation/__init__.py	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
BTC	representation/emit_subjects.py	2136	1b30b5d03dcd50add4658e68f9e8f4c38009c20ff800ccbe6e3dea0e03f9b3ee
BTC	representation/exact.py	15338	3ca10606903e24d84c3b747d3f14747ff4fd6ae313e9ccae996d64a421d6fb0b
BTC	src/bench/assay.csv	135974	92805dbbba90852093d06504100611541473a8240181307e3d4790ebc6df3de1
BTC	src/bench/assay_run.txt	1452	756f97407c10f6fcff01a3c72df76a6b0ce0454d810ddfa1784922d37363b62a
BTC	src/bench/bench_ablation.cpp	15673	04d36bc41a946635be7eab7cea287229b0b6492b29f3bc9629de87eea7d56fbf
BTC	src/bench/bench_basis.cpp	19337	e3ccc57d186b06deca7c951519b937e3c0acc24d01e07e33368e6602768784d5
BTC	src/bench/bench_canary.cpp	13584	1a378008e228d65d8bd2df2a96d5d382330b7a06bc3a7a2dd94fcc4b9e45cb97
BTC	src/bench/bench_chain.cpp	15218	93e5dcbbd961b7c6e8572c0ea77ac96f267b9c7532ce812d71d752c9d28476a6
BTC	src/bench/bench_chainmap.cpp	17260	9e5f1fb2ba1c87b3c60860b918216691973591a1cb4d8dea9e03767c121058ed
BTC	src/bench/bench_closeness.cpp	15714	fe256eea4575a9a8aea5952b0f680397e0ce79866e85bcb8d7c4fab23bba35e4
BTC	src/bench/bench_coarms.cpp	10679	6466fa8fb0881344c214bf725e5f56adaf8b98381a6e75dbc035c6fff40467fe
BTC	src/bench/bench_corpus.cpp	22306	eb4ae73bf739ac253745fa9d2d2888f1b7f9f94cec870acb0f0105667abad7c7
BTC	src/bench/bench_cosalt.cpp	18873	b12cf94afbe65b76ee574b41252fd65f3b0cc65b0e7838a3de5b66c82145931d
BTC	src/bench/bench_cuda.cpp	12090	43da3399dc716c39ce1f4cc02fbfe20b80720296017a355144ecd86f53fd7c97
BTC	src/bench/bench_delivery.cpp	14593	3106dd8ddd38ebe729bebfa4c5412febb46c8fa8a36ef420c58c79f8a0d855c7
BTC	src/bench/bench_deltanull.cpp	19209	ad08fbad6920362ed72f835adabf517e4231e12e2c6d653ffd3de04d59780094
BTC	src/bench/bench_depth.cpp	49537	6cf04b66b3f4eb2986241bf97d738d385175548ee49ca31f5059ca347d254b2c
BTC	src/bench/bench_depth_cuda.cu	62510	224b77378d5ffcd3d1ed77ddaf3424b3e50d3148c2a8d8bedc7e12730dd80e28
BTC	src/bench/bench_depth_score.h	5221	1fd57303aa748d859df68022ce8f73fcdd5ddc90da768e312dd4c79167e8bc49
BTC	src/bench/bench_dimension.cpp	10964	f30c846e3e9158079ec1b744b3ac278a36d952ec41923b73c75a7de82af50d83
BTC	src/bench/bench_early.cpp	13728	5b9aa202873b38a52422c25b549edf870f17e012fbfac895b800983205052e84
BTC	src/bench/bench_engines.cpp	23866	959c324a2a03418a4064d80da952126e8a22541bd5d0fa6c2cd6382a0dec27c3
BTC	src/bench/bench_exact.cpp	17203	3758d1ce650c074f2ceb30fec5d595ba2ec4209e9025af4c1d3d94b88fe627a0
BTC	src/bench/bench_extranonce.cpp	17876	c60b29d4a3faffdcd0b8bcb7e4e7c43b46d5cbdb0c96acddae38b3671ffbe24e
BTC	src/bench/bench_frame.cpp	13708	8071ab9dde0827575edf6bb52e76ca7257111e30adf9b07ac7fda2bb1526daea
BTC	src/bench/bench_invert.cpp	22500	b8208b9f1ba184146e490c58a9126549157509c0602858612458c0826a55f7a2
BTC	src/bench/bench_keyhole.cpp	15125	b696d3888880bda28b81fbcde0b007631cc99bd85dc1f55f899e70ebae905032
BTC	src/bench/bench_language.cpp	15142	44333019f44c1c1b0aae38670a89b796a9606f5b92f3666079ce7678040e95ba
BTC	src/bench/bench_load_limit.h	4589	6594f90fb2731c86a06356850f13e006cc735d26b55a4a3d5fa8f956ce7ef1ae
BTC	src/bench/bench_narrow.cu	48783	dcb0465cb14d5b92fe2d122f7c274043dc5ae561ef07cf40c069e26af38b74a9
BTC	src/bench/bench_nature.cpp	31451	8af7b2035e6f7a6674e313cb214745bb6d0f210f6bd6c9ac7535e193bd2854e3
BTC	src/bench/bench_nature_cuda.cu	11022	44256ae9edec3b00bd957333b7ea44b267344cad62d19396efe74fbeaa349458
BTC	src/bench/bench_nature_score.h	4031	5b9a2d265738f456e81ed11666904d7ad317f15f1b81983997e084b240989660
BTC	src/bench/bench_ntt_cuda.cu	31262	ed026aaf0a613ab13094bdd77995b61bd7292f49f010cbfa04c7f38119a0e0c7
BTC	src/bench/bench_orbit.cpp	13231	5efc816c4c5517616342d160923977ef210e856a7ef5bc6a5a02a6e3cba806ac
BTC	src/bench/bench_precision_cuda.cu	18545	cbad829e6f31757c59afde16942bbf4a3b4a6294c3c384f5470bbf9eadb98067
BTC	src/bench/bench_reach.cpp	33665	9000da445021d64849b3767a23a8e1db303dbba791f1e8cc965fe95ca31a7fcc
BTC	src/bench/bench_renyi.cpp	87749	57490c11e7c5350226107af8a2885f1bf8741fd40aad9f01db910537ba88d2bf
BTC	src/bench/bench_renyi_cuda.cu	20585	31c2f727245b6843b3fc2d40413588d328a017794a5e6a0a44ff05e8b2593422
BTC	src/bench/bench_renyi_cuda.h	4222	a234b2f918704ed486c4f17e70d2d764d9b241e217ee8eb7d68556e9e0fbf046
BTC	src/bench/bench_sac.cu	240579	3066d6d2ee2d073a8c23a259c3fee7cd8bcea4a63680d15aa7c16b1af3b88fa7
BTC	src/bench/bench_schedule.cpp	24450	4d8b6b7c9a095a869839ea7ff622784d024abf6cfbe73c8bacf726cadad96859
BTC	src/bench/bench_scope.cu	31641	0d046491a2c7f17a0b3394d9ddb14b79f5170d9750e7bd7415c86aa6b5c0231b
BTC	src/bench/bench_seed.h	2449	4d7f94c50da97bc4b17c8a589fd9abe59d9e3e8545f5d6af280e315485dc1a8e
BTC	src/bench/bench_sound.cpp	24068	d07310961bb09593147a787a165dc7df395f11390c273f881539701378ea7ad6
BTC	src/bench/bench_space.cpp	29331	20d30181287b215943ea777cb6c2effc520878d9e3b3c50864103836e74d6fe3
BTC	src/bench/bench_sparse.cu	26297	054401f594623523ccdf20177d9d5769ea24c0f117dd100beac2e7e3dadcb61e
BTC	src/bench/bench_sweep.cpp	15496	fd5e88a026fae551127d6d329654a0766d3d5c9b4b785e18462222bfdaff4a78
BTC	src/bench/bench_tail.cpp	15952	337a1d0b3e6159b222d22bb214f459deeadd0ea91b7d053a2eced837daa91940
BTC	src/bench/bench_thread.cpp	24632	bffcdae66bc02b68f78993457a73aec941134416131ec960bfcd885513b0f983
BTC	src/bench/bench_transform.cpp	21729	017179bd4307032db2c40f301390355c613e6a543393b11056d0f68fcda33cfe
BTC	src/bench/bench_trap.cu	33020	f2e14d4448a0c221b5a3d0fc7eee36ee04072334d82252736e398705910d3311
BTC	src/bench/bench_walk.cpp	28745	c0757a84d08cd33ba9af9e3434550c324a7c37091c3d7dc2fc595dff51d94116
BTC	src/bench/bench_words.cu	18479	87ea6496a6f664c7c47946c7f49bf87f9bf57ed07c98e683c787065b73fc1355
BTC	src/bench/check_sac.ps1	874	535d4f35f18dfb29237cae8ed928016345ba01ed16a58cd41fa74fc9eb8f7675
BTC	src/bench/dispersion_run.txt	4424	576e327467bd45f55bd35331b7b218a559992b0fb451214235cc83c7c6201ef4
BTC	src/bench/doppler_run.txt	6533	1660526f5f06d268a51cf3f81ac9852ef57fe3996dc2c46e943b4d37ea2e3374
BTC	src/bench/shadow_run.txt	1430	9c970a615db1499087f0ec2f0c71e83fe4efcda72558bae90c1ee5dc9bc5e84a
BTC	src/bench/shadows.csv	1378800	ccff4d4d2fed9013f69568342aa33f8eba751bd56c812f0c4a4bcc01ed32a712
BTC	src/bench/signed.csv	2112178	586c4d2a15f0ca270b2883be786c121664b29d9557f993b0642bd613a8e87de2
BTC	src/bench/sources.csv	5029438	9e4808f125b529ec77d7d977a349c46b86d5a9f1c56e3dc3a80884a8c581cef8
BTC	src/bench/sources_run.txt	1346	90608a4516e137fc708a26fbb821b9d3aac19e02e5ddb944ae25c9e225877bde
BTC	src/client/btc_miner.cpp	54777	5507816851c5148e93cd4d607003c4c5c1b3d73e63ff52cabe64d88714f1d05b
BTC	src/client/candidate.cpp	8645	40bd324dcc25d1bd49dbba5c187137db9e146e2370c8efc9218b340aa5c5e92d
BTC	src/client/harness.cpp	5537	711928bc824235820e8755a28eb4b96e8e2e58e653af124f3ef899b1bc3e4223
BTC	src/engine/anchor_sift.c	6179	d8cc13703589976f5100e4604299fd04a0216986eb7ad3b0180a34ee54a8ac37
BTC	src/engine/anchor_sift.h	5023	f6d2eab8c47ffcbcfd460a7ccaf2ef12dad9e5535380b147e5a6950f48fcb27c
BTC	src/engine/anchor_sift_hw.c	5769	d151b45f8d631f05765d9e5dd5482d1fc858ff4818e83e1c88dcb5658d59cb5a
BTC	src/engine/cuda_miner.cu	38961	f087b588a555e0bfedf6a3b4225237cb55d953d6c77242a96ba1ce4b7712c0a0
BTC	src/engine/cuda_miner.h	7135	0ecc0210dd6fc0b324f999c56fbd74e53e0c8fd2216691fc8fc508009f90e552
BTC	src/engine/sha256_core.c	48811	a6cb3d2d121a49271aacdcd66103798073a6007e1449cf7bfbd869ee079200d0
BTC	src/engine/sha256_core.h	12223	947c6ca0b3653eb3d981f4ccbedcbbeb9513af98600601f3a23bef7d5cac3a88
BTC	src/format/json_value.h	9603	2ec589e1750b3bd6bec3512e682700a185f2d184f1ea0dc7cf9e0c503c47d359
BTC	src/renyi_final.txt	4175	cbbf05fd954c1ca5fc58a4aeb4a1afe171404c72dde48625aec5caa4f73783de
BTC	src/renyi_flow_full.txt	19689	a308bac59f1ff4229f398af5f105a9e2d7fac3903867358fa7ff1b03aa7de018
BTC	src/renyi_full.txt	8345	abe59667861f2332857d35d5a1cb99f8f103de86c61029aedea6be0aaadd7560
BTC	src/renyi_gpu_full.txt	14654	22336b6578af2817b7e7b3d0a4452ca0e19f51d5e77829cbba01bdb9d919d6f5
BTC	src/renyi_sha.txt	6577	91341a035b770f63bd58a9bfb1b256dd9a259ef513abf6b5df5459f9e4c551a4
BTC	src/renyi_sha2.txt	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
BTC	src/scripts/build_ntt.ps1	1858	5755e463ec80ff4cf19c289838fb8e71245c24f3e45247a56defa16f75a4d638
BTC	src/scripts/cat_logs.ps1	1165	dc66b5323f351756a85271d4bf648a34cdaafe2dc1a123505dc9e189624e0771
BTC	src/scripts/check_kernels.ps1	2437	f4b56551cc05033c1fc25a5ce82d19cda47b14516e04d12da4f057489180c173
BTC	src/scripts/relaunch_miner.ps1	1039	1b14a814d1c8ed69ffd93af6e1eac5256eee095b6ba0beb6062f864d5fe9ce43
BTC	src/scripts/resume_miner.ps1	1167	f3b41c4f62f7e5d7f4541fab444cce64f4cb4d54827287658a604a84d40716af
BTC	src/scripts/run_miner.ps1	1994	51eb189071da3a6d7c1784e6821bd51a54640004b196f0f19ee3e87e132e3d95
BTC	src/test/kat_validation.cpp	20675	1af90e3c407432ce4826a1c05b96d8ea5999bb92ea1a9b4b0b11bd39d698e94a
BTC	theory/PARTITION.tsv	25957	259244ff3bb5c03c03ea3ce6fd0b70d5e681a5cb7cb363d8e40c7fdb7b9b417a
BTC	theory/boundary/chapter_thought_experiments_boundary_holds.tex	17148	f807ed56a54d98625427023307a73d288b5aaee071eb60ca6dae4e5d42347e21
BTC	theory/cryptography/macros.tex	649	33f834c674a72b0d63d6cf5903f2c650e7d95e899d2eff7ce8837f267307950d
BTC	theory/cryptography/sha256/REPRODUCE.md	6850	f0439d0b114a231f2038a10c81e531d42b6be723041edc1b2dd5f7da758939bb
BTC	theory/cryptography/sha256/chapters/chapter_against_the_field.tex	5281	87a3ddf37c1311e796e742d27f35201fe07771e123f22c6477225f60e547b85d
BTC	theory/cryptography/sha256/chapters/chapter_boundary.tex	35689	862914730b2ba594eaa3420a37ba8826b532477e8b7e7abb3d7f85ff751939bd
BTC	theory/cryptography/sha256/chapters/chapter_chain.tex	5194	3b25686ab4e9d1dec9162b13f8cad06820236e48e4e35b40a45cdb7d72785415
BTC	theory/cryptography/sha256/chapters/chapter_instrument.tex	4493	482c960497fac207db9a03dbdc742d200a20d920b0f7518af4cdeabbae068405
BTC	theory/cryptography/sha256/chapters/chapter_moving.tex	9615	ed3091b955b2a719aeb8f39cfaf9e762d37f44a15eacc1978ecd36857e4fb086
BTC	theory/cryptography/sha256/chapters/chapter_operations.tex	6786	88362d0cb6c6457e7a77f55e5fe0fcfd4942082096a80920371926cc1e68653a
BTC	theory/cryptography/sha256/chapters/chapter_refuted.tex	8230	49060b241b7ec3bd62ad2a1ae28e221aa6f12d2afab003a4b8a242b61952063c
BTC	theory/cryptography/sha256/chapters/chapter_shadows.tex	8552	8602b2c266de6b196b88f14d5b1af2a22cf3e9db5a383ccb41b4af1a0eb6d673
BTC	theory/cryptography/sha256/chapters/chapter_soliton.tex	8946	c86e3b5b46525157dec452ad1b763df10d4e416a6d126b5d10b271f1f3f5ef6a
BTC	theory/cryptography/sha256/chapters/chapter_sources.tex	4718	13495cb5a873c85c69ce7d3a74722da425bd55ada4d027cb03bb947a5ff9e384
BTC	theory/cryptography/sha256/chapters/chapter_spectral.tex	9434	e5ee2cf2adeb95923cb5968a2414d815ce7fd3a9b768644cfbafdc0d208dbfa7
BTC	theory/cryptography/sha256/frontmatter/titlepage.tex	504	bb6aa6a46ef8c14a0663ee94c36dc77d8b9750ac338a5cd898450fcb2ce58157
